Number,Ticker,Current Close,Technical Indicator,Note
1,MTSI,48.63,,Relative Stregnth Index:  64 -  Stochastic Oscillator:  68 -- stock is down -1% the last month
2,MTSI,48.63,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.59% - moving average convergence divergence  -- stock is down -1% the last month
1,MTX,81.25,,Relative Stregnth Index:  63 -  Stochastic Oscillator:  71 -- stock is down -2% for the day
2,MTX,81.25,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.10% - moving average convergence divergence  -- stock is down -2% for the day
1,MTZ,38.40,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.83% - moving average convergence divergence  -- stock is down -8% for the day
2,MTZ,38.40,,Relative Stregnth Index:  58 -  Stochastic Oscillator:  52 -- stock is down -8% for the day
1,MVF,9.97,,Relative Stregnth Index:  68 -  Stochastic Oscillator:  51 -- stock is down -1% the last 3 months
2,MVF,9.97,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% the last 3 months
1,MYF,15.17,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -5% the last 3 months
2,MYF,15.17,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  89 -- stock is down -5% the last 3 months
1,MYRG,38.54,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.58% - moving average convergence divergence  -- stock is down -3% for the day
2,MYRG,38.54,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  22 -- stock is down -3% for the day
1,NAIL,29.51,Simple Average,50 / 200 day cross within 0.52% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -4% the last month
2,NAIL,29.51,,Relative Stregnth Index:  56 -  Stochastic Oscillator: -- stock is down -4% the last month
1,NAP,12.06,,Relative Stregnth Index:  61 -  Stochastic Oscillator:  93 -- stock is down -1% the last month
2,NAP,12.06,Simple Average,50 / 200 day cross within 0.09% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last month
1,NASH,27.40,Simple Average,50 / 200 day cross within 0.54% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% for the day
2,NASH,27.40,,Relative Stregnth Index:  50 -  Stochastic Oscillator: -- stock is down -2% for the day
1,NAT,8.72,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  21 -- stock is down -6% the last 3 months
2,NAT,8.72,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.23% - moving average convergence divergence  -- stock is down -6% the last 3 months
1,NATR,12.55,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -5% the last week
2,NATR,12.55,,Relative Stregnth Index:  26 -  Stochastic Oscillator:  16 -- stock is down -5% the last week
1,NAUH,2.14,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  64 -- stock is down -1% for the day
2,NAUH,2.14,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
1,NCZ,5.99,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  82 -- stock is down -1% the last month
2,NCZ,5.99,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% the last month
1,NDRO,3.75,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  100 -- stock is down -4% for the day
2,NDRO,3.75,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -4% for the day
1,NEN,62.50,,Relative Stregnth Index:  58 -  Stochastic Oscillator:  73 -- stock is down 0% the last month
2,NEN,62.50,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.26% - moving average convergence divergence  -- stock is down 0% the last month
1,NEP,31.04,,Relative Stregnth Index:  83 -  Stochastic Oscillator:  82 -- stock is down -3% the last 3 months
2,NEP,31.04,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 1.00% -- stock is down -3% the last 3 months
1,NETE,0.88,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -5% for the day
2,NETE,0.88,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  38 -- stock is down -5% for the day
1,NHI,73.45,Simple Average,50 / 200 day cross within 0.80% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -6% the last 3 months
2,NHI,73.45,,Relative Stregnth Index:  45 -  Stochastic Oscillator:  84 -- stock is down -6% the last 3 months
1,NHTC,25.03,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  71 -- stock is down -2% for the day
2,NHTC,25.03,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.20% - moving average convergence divergence  -- stock is down -2% for the day
1,NILE,40.71,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% the last month
2,NILE,40.71,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  44 -- stock is down 0% the last month
1,NJV,15.95,Simple Average,50 / 200 day cross within 0.96% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -5% the last 3 months
2,NJV,15.95,,Relative Stregnth Index:  37 -  Stochastic Oscillator:  14 -- stock is down -5% the last 3 months
1,NLST,1.04,,Relative Stregnth Index:  45 -  Stochastic Oscillator:  5 -- stock is down -14% the last 3 months
2,NLST,1.04,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -14% the last 3 months
1,NMI,11.50,,Relative Stregnth Index:  67 -  Stochastic Oscillator:  91 -- stock is down -7% the last 3 months
2,NMI,11.50,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -7% the last 3 months
1,NMM,1.64,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.61% - moving average convergence divergence  -- stock is down -6% the last week
2,NMM,1.64,,Relative Stregnth Index:  52 -  Stochastic Oscillator:  84 -- stock is down -6% the last week
1,NMT,13.61,,Relative Stregnth Index:  59 -  Stochastic Oscillator:  90 -- stock is down -7% the last 3 months
2,NMT,13.61,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -7% the last 3 months
1,NOAH,22.73,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  48 -- stock is down -2% for the day
2,NOAH,22.73,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.39% - moving average convergence divergence  -- stock is down -2% for the day
1,NSP,71.00,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  19 -- stock is down -1% for the day
2,NSP,71.00,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.66% - moving average convergence divergence  -- stock is down -1% for the day
1,NTG,19.87,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -3% for the day
2,NTG,19.87,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  53 -- stock is down -3% for the day
1,NVAX,1.28,,Relative Stregnth Index:  42 -  Stochastic Oscillator:  56 -- stock is down -7% the last week
2,NVAX,1.28,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -7% the last week
1,NVFY,1.73,,Relative Stregnth Index:  39 -  Stochastic Oscillator:  18 -- stock is down -59% the last 3 months
2,NVFY,1.73,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -59% the last 3 months
1,NVIV,4.70,,Relative Stregnth Index:  63 -  Stochastic Oscillator:  21 -- stock is down -5% for the day
2,NVIV,4.70,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.88% - moving average convergence divergence  -- stock is down -5% for the day
1,NVMI,14.66,,Relative Stregnth Index:  63 -  Stochastic Oscillator:  59 -- stock is down -1% for the day
2,NVMI,14.66,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
1,NVR,1876.83,,Relative Stregnth Index:  80 -  Stochastic Oscillator:  50 -- stock is down -1% for the day
2,NVR,1876.83,Simple Average,50 / 200 day cross within 0.75% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
1,NXC,14.83,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -10% the last 3 months
2,NXC,14.83,,Relative Stregnth Index:  43 -  Stochastic Oscillator:  47 -- stock is down -10% the last 3 months
1,NYLD,16.50,Simple Average,50 / 200 day cross within 0.38% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -3% the last week
2,NYLD,16.50,,Relative Stregnth Index:  59 -  Stochastic Oscillator:  94 -- stock is down -3% the last week
1,NYRT,9.84,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% the last week
2,NYRT,9.84,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  79 -- stock is down -2% the last week
1,OASI,26.43,Simple Average,50 / 200 day cross within 0.39% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% the last 3 months
2,OASI,26.43,,Relative Stregnth Index:  59 -  Stochastic Oscillator:  57 -- stock is down -2% the last 3 months
1,ODP,4.42,,Relative Stregnth Index:  45 -  Stochastic Oscillator:  4 -- stock is down -3% the last week
2,ODP,4.42,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -3% the last week
1,OFED,22.72,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.09% - moving average convergence divergence  -- stock is down -3% the last 3 months
2,OFED,22.72,,Relative Stregnth Index:  53 -  Stochastic Oscillator: -- stock is down -3% the last 3 months
1,OLO,4.58,Simple Average,50 / 200 day cross within 0.87% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% for the day
2,OLO,4.58,,Relative Stregnth Index:  34 -  Stochastic Oscillator:  14 -- stock is down -2% for the day
1,OMC,87.09,,Relative Stregnth Index:  65 -  Stochastic Oscillator:  28 -- stock is down -1% the last month
2,OMC,87.09,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.61% - moving average convergence divergence  -- stock is down -1% the last month
1,OMCL,35.40,,Relative Stregnth Index:  67 -  Stochastic Oscillator:  43 -- stock is down -1% for the day
2,OMCL,35.40,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.74% - moving average convergence divergence  -- stock is down -1% for the day
1,OPHC,3.91,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.51% - moving average convergence divergence  -- stock is down -8% for the day
2,OPHC,3.91,,Relative Stregnth Index:  59 -  Stochastic Oscillator:  18 -- stock is down -8% for the day
1,ORBT,3.83,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
2,ORBT,3.83,,Relative Stregnth Index:  54 -  Stochastic Oscillator: -- stock is down -1% for the day
1,ORPN,1.38,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -11% the last 3 months
2,ORPN,1.38,,Relative Stregnth Index:  68 -  Stochastic Oscillator:  27 -- stock is down -11% the last 3 months
1,PCF,8.40,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
2,PCF,8.40,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  39 -- stock is down -1% for the day
1,PCI,20.73,,Relative Stregnth Index:  66 -  Stochastic Oscillator:  70 -- stock is down -1% the last month
2,PCI,20.73,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% the last month
1,PCO,6.69,,Relative Stregnth Index:  66 -  Stochastic Oscillator:  19 -- stock is down -6% the last 3 months
2,PCO,6.69,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -6% the last 3 months
1,PCYO,5.25,,Relative Stregnth Index:  58 -  Stochastic Oscillator:  42 -- stock is down -6% the last month
2,PCYO,5.25,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -6% the last month
1,PDBC,17.11,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  61 -- stock is down -3% the last 3 months
2,PDBC,17.11,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.93% - moving average convergence divergence  -- stock is down -3% the last 3 months
1,PDI,28.30,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.79% - moving average convergence divergence  -- stock is down -1% for the day
2,PDI,28.30,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  52 -- stock is down -1% for the day
1,PDM,21.70,Simple Average,50 / 200 day cross within 0.88% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
2,PDM,21.70,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  95 -- stock is down -1% for the day
1,PEG,43.21,Simple Average,50 / 200 day cross within 0.98% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down 0% the last month
2,PEG,43.21,,Relative Stregnth Index:  45 -  Stochastic Oscillator:  7 -- stock is down 0% the last month
1,PEK,38.86,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.94% - moving average convergence divergence  -- stock is down -2% the last month
